	patientID	Week	Lactobacillus_crispatus	Lactobacillus_iners	Lactobacillus_gasseri	Lactobacillus_jensenii	Atopobium_vaginae	Megasphaera_sp._type_1	Streptococcus_anginosus	Prevotella_genogroup_3	Clostridiales	Enterococcus_faecalis	Corynebacterium_accolens	Total	Shannon	ISDI
26	AYAC02	1	0.856554160126	0.108908948195	0.000392464678179	0.015306122449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5096	-0.441154613672	1.34087689284
27	AYAC03	1	0.000186011904762	0.165922619048	0.0	0.0	0.217261904762	0.116257440476	0.0	0.073474702381	0.00223214285714	0.0	0.0290178571429	5376	-1.08695240933	10.677783841
28	AYAC04	1	0.753372302158	0.210881294964	0.000224820143885	0.00809352517986	0.0	0.0	0.0	0.0	0.0	0.0	0.000674460431655	4448	-0.582452654738	1.63370316049
29	AYAC05	1	0.00101394169835	0.754879594423	0.000760456273764	0.223320659062	0.000253485424588	0.0	0.000253485424588	0.0	0.000253485424588	0.0	0.0	3945	-0.565808343412	1.61363946709
30	AYAC06	1	0.000703894885031	0.0091506335054	0.918113561708	0.000469263256687	0.0	0.0	0.037541060535	0.0	0.0	0.000234631628344	0.0	4262	-0.255279533776	1.18423590415
31	AYAC07	1	0.0113457295934	0.70028364324	0.00220611408761	0.00409706901986	0.0	0.0	0.0059880239521	0.0	0.0	0.0	0.0	3173	-0.366970459314	2.03838932903
32	AYAC08	1	0.212104539202	0.777991746905	0.000825309491059	0.000275103163686	0.0	0.0	0.0	0.0	0.0	0.0	0.00275103163686	3635	-0.53232686321	1.53784580719
33	AYAC09	1	0.997899159664	0.000525210084034	0.0	0.0	0.0	0.000175070028011	0.0	0.0	0.0	0.0	0.000175070028011	5712	-0.00757927998454	1.00421464936
34	AYAC10	1	0.955999008428	0.0286316311353	0.000123946455131	0.00793257312841	0.0	0.0	0.0	0.0	0.0	0.0	0.000371839365394	8068	-0.184236651101	1.09311501829
35	EM01	1	0.0	0.0263528207752	0.0	0.0	0.553537162594	0.0	0.0053729052066	0.008954842011	0.00127926314443	0.0	0.000511705257772	7817	-0.502029839875	3.25511768005
36	EM02	1	0.0	0.0845288871656	0.0	0.0	0.188832880962	0.000387747188833	0.0	0.286932919736	0.00523458704924	0.0	0.0	5158	-0.912384509467	7.98970661325
37	EM03	1	0.743422101738	0.242226120236	0.00223249880402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6271	-0.577495211577	1.63571111
38	EM04	1	0.0	0.0	0.0	0.989476500491	0.0	0.0	0.000445910996165	0.0	0.0	0.0	0.0010701863908	11213	-0.0139083099938	1.02138374748
39	EM05	1	0.000138542532557	0.0	0.0	0.99515101136	0.0	0.0	0.0	0.0	0.0	0.0	0.000138542532557	7218	-0.00606807126533	1.00976895461
40	EM06	1	0.0	0.000748596381784	0.996132252027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000374298190892	8015	-0.00924813924403	1.00778003778
41	EM07	1	0.665214124718	0.255146506386	0.0136739293764	0.0378662659654	0.0	0.0	0.0	0.0	0.0	0.0	0.00015026296018	6655	-0.802335828731	1.96374764015
42	EM08	1	0.993262752647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000384985563041	0.0	0.00153994225217	5195	-0.00974137477262	1.01361174755
43	EM09	1	0.994568590937	0.0	0.0	0.00310366232154	0.0	0.0	0.0	0.0	0.000931098696462	0.0	0.0	6444	-0.029839090449	1.01094123324
44	EM10	1	0.000297663342759	0.998511683286	0.000297663342759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000446495014139	6719	-0.00632099188143	1.00298311363
45	EM11	1	0.996493349456	0.00145102781137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000483675937122	8270	-0.0129836628401	1.00704822885
46	EM12	1	0.000871839581517	0.289741354257	0.0	0.706480674223	0.0	0.0	0.0	0.0	0.00014530659692	0.00014530659692	0.0	6882	-0.613105374541	1.71507230206
47	EM13	1	0.0	0.000584538944907	0.0	0.000146134736227	0.311851527108	0.012859856788	0.0	0.0081835452287	0.171123776122	0.0	0.0	6843	-0.766431178528	7.88846150347
48	EM14	1	0.949423577538	0.0269616957977	0.0	0.0204537002603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5378	-0.226253571212	1.10797134624
49	EM15	1	0.792217898833	0.170428015564	0.0	0.0261478599222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6425	-0.581367462777	1.52128594329
50	AYAC01	1	0.903040415276	0.0009269558769	0.0055617352614	0.00111234705228	0.0	0.0	0.00018539117538	0.0	0.00018539117538	0.0	0.00500556173526	5394	-0.138199955725	1.22621887992
51	AYAC02	1	0.326868327402	0.450177935943	0.000533807829181	0.0485765124555	0.0	0.0	0.0	0.0	0.0	0.0	0.000533807829181	5620	-0.875743789605	3.20653579231
